fdc_id,food_name,carbs_g,protein_g,fat_g,calories
169298,"Squash, winter, spaghetti, raw",6.91,0.64,0.57,31.0
169299,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",6.46,0.66,0.26,27.0
169300,"Succotash, (corn and limas), raw",19.59,5.03,1.02,99.0
169301,"Water convolvulus,raw",3.13,2.6,0.2,19.0
169302,"Water convolvulus, cooked, boiled, drained, without salt",3.7,2.08,0.24,20.0
169303,"Sweet potato leaves, raw",8.82,2.49,0.51,42.0
169304,"Sweet potato leaves, cooked, steamed, without salt",7.38,2.18,0.34,35.0
169305,"Sweet potato, canned, mashed",23.19,1.98,0.2,101.0
169306,"Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",22.22,1.71,0.18,96.0
169307,"Sweet potato, frozen, cooked, baked, without salt",23.4,1.71,0.12,100.0
169308,"Taro, raw",26.46,1.5,0.2,112.0
169309,"Taro shoots, cooked, without salt",3.2,0.73,0.08,14.0
169310,"Taro, tahitian, raw",6.91,2.79,0.97,44.0
169311,"Artichokes, (globe or french), cooked, boiled, drained, with salt",11.39,2.89,0.34,51.0
169312,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",9.18,3.11,0.5,45.0
169313,"Asparagus, cooked, boiled, drained, with salt",4.11,2.4,0.22,22.0
169314,"Asparagus, canned, no salt added, solids and liquids",2.48,1.8,0.18,15.0
169315,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",4.72,4.83,0.58,33.0
169316,"Lima beans, immature seeds, cooked, boiled, drained, with salt",23.64,6.81,0.32,123.0
169317,"Lima beans, immature seeds, canned, no salt added, solids and liquids",13.33,4.07,0.29,71.0
169318,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",19.45,6.65,0.3,105.0
169319,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",3.5,1.86,0.32,20.0
169320,"Beans, snap, yellow, raw",7.13,1.82,0.12,31.0
169321,"Beans, snap, green, cooked, boiled, drained, with salt",7.88,1.89,0.28,35.0
169322,"Beans, snap, yellow, cooked, boiled, drained, without salt",7.88,1.89,0.28,35.0
169323,"Beans, snap, yellow, cooked, boiled, drained, with salt",7.88,1.89,0.28,35.0
169324,"Beans, snap, yellow, frozen, all styles, unprepared",7.58,1.8,0.21,33.0
169325,"Beans, snap, green, frozen, cooked, boiled, drained, with salt",6.45,1.49,0.17,28.0
169326,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",6.45,1.49,0.17,28.0
169327,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",6.45,1.49,0.17,28.0
169328,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",10.1,4.8,0.5,62.0
169329,"Broccoli, leaves, raw",5.06,2.98,0.35,28.0
169330,"Broccoli, flower clusters, raw",5.06,2.98,0.35,28.0
169331,"Broccoli, stalks, raw",5.24,2.98,0.35,28.0
169332,"Brussels sprouts, frozen, cooked, boiled, drained, with salt",8.32,3.64,0.39,42.0
169333,"Burdock root, cooked, boiled, drained, with salt",21.15,2.09,0.14,88.0
169334,"Butterbur, cooked, boiled, drained, with salt",2.16,0.23,0.02,8.0
169335,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",5.37,1.21,0.18,24.0
169336,"Cabbage, common (danish, domestic, and pointed types), stored, raw",5.37,1.21,0.18,24.0
169337,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",2.41,1.5,0.17,14.0
169338,"Cardoon, cooked, boiled, drained, with salt",4.74,0.76,0.11,20.0
169339,"Carrots, cooked, boiled, drained, with salt",8.22,0.76,0.18,35.0
169340,"Carrots, canned, no salt added, solids and liquids",5.36,0.59,0.14,23.0
169341,"Celeriac, cooked, boiled, drained, with salt",5.9,0.96,0.19,27.0
169342,"Celery, cooked, boiled, drained, with salt",4.0,0.83,0.16,18.0
169343,"Chard, swiss, cooked, boiled, drained, with salt",4.13,1.88,0.08,20.0
169344,"Chayote, fruit, cooked, boiled, drained, with salt",4.5,0.62,0.48,22.0
169345,"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",13.86,1.95,0.77,61.0
169346,"Corn, sweet, yellow, canned, cream style, no salt added",18.13,1.74,0.42,72.0
169347,"Corn, sweet, yellow, canned, vacuum pack, no salt added",19.44,2.41,0.5,79.0
169348,"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",18.71,2.55,0.67,79.0
169349,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",22.33,3.11,0.74,94.0
169350,"Cress, garden, cooked, boiled, drained, with salt",3.8,1.9,0.6,23.0
169351,"Dandelion greens, cooked, boiled, drained, with salt",6.4,2.0,0.6,33.0
169352,"Eggplant, cooked, boiled, drained, with salt",8.14,0.83,0.23,33.0
169353,"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",3.1,0.6,0.02,13.0
169354,"Jute, potherb, cooked, boiled, drained, with salt",7.29,3.68,0.2,37.0
169355,"Kale, cooked, boiled, drained, with salt",5.3,2.94,1.21,44.0
169356,"Kale, frozen, cooked, boiled, drained, with salt",5.3,2.94,1.21,36.0
169357,"Kohlrabi, cooked, boiled, drained, with salt",6.69,1.8,0.11,29.0
169358,"Yambean (jicama), cooked, boiled, drained, with salt",8.23,0.72,0.09,36.0
169359,"Yardlong bean, cooked, boiled, drained, with salt",9.17,2.53,0.1,47.0
169360,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",15.41,1.95,0.5,64.0
169361,"Corn, sweet, white, canned, whole kernel, drained solids",14.34,2.29,1.22,67.0
169362,"Corn, sweet, white, canned, cream style, regular pack",18.62,1.74,0.42,74.0
169363,"Corn, sweet, white, canned, cream style, no salt added",18.13,1.74,0.42,72.0
169364,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",19.56,2.75,0.43,80.0
169365,"Corn, sweet, white, frozen, kernels on cob, unprepared",23.5,3.28,0.78,98.0
169366,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",22.33,3.11,0.74,94.0
169367,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt",22.33,3.11,0.74,94.0
169368,"Sesbania flower, cooked, steamed, with salt",5.1,1.14,0.05,21.0
169369,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",6.53,8.47,4.45,81.0
169370,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",9.4,13.1,7.1,125.0
169371,"Dock, cooked, boiled, drained, with salt",2.93,1.83,0.64,20.0
169372,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",15.02,1.9,5.6,113.0
169373,"Peppers, sweet, red, freeze-dried",68.7,17.9,3.0,314.0
169374,"Beans, snap, yellow, canned, regular pack, drained solids",4.5,1.15,0.1,20.0
169375,"Beans, snap, yellow, canned, no salt added, drained solids",4.5,1.15,0.1,20.0
169376,"Mushroom, white, exposed to ultraviolet light, raw",3.26,3.09,0.34,22.0
169377,"Mushrooms, portabella, exposed to ultraviolet light, grilled",4.44,3.28,0.58,29.0
169378,"Pickles, cucumber, sweet (includes bread and butter pickles)",21.15,0.58,0.41,91.0
169379,"Pickles, cucumber, sour",2.26,0.33,0.2,11.0
169380,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",33.73,0.37,0.26,122.0
169381,"Catsup, low sodium",27.4,1.04,0.1,101.0
169382,"Mushrooms, enoki, raw",7.81,2.66,0.29,37.0
169383,"Peppers, sweet, yellow, raw",6.32,1.0,0.21,27.0
169384,"Tomatoes, sun-dried, packed in oil, drained",23.33,5.06,14.08,213.0
169385,"Fennel, bulb, raw",7.3,1.24,0.2,31.0
169386,"Pickle relish, hamburger",34.48,0.63,0.54,129.0
169387,"Arugula, raw",3.65,2.58,0.66,25.0
169388,"Nopales, cooked, without salt",3.28,1.35,0.05,15.0
169389,"Cauliflower, green, raw",6.09,2.95,0.3,31.0
169390,"Cauliflower, green, cooked, no salt added",6.28,3.04,0.31,32.0
169391,"Cauliflower, green, cooked, with salt",6.28,3.04,0.31,32.0
169392,"Broccoli, chinese, cooked",3.81,1.14,0.72,22.0
169393,"Grape leaves, canned",11.71,4.27,1.97,69.0
169394,"Pepper, banana, raw",5.35,1.66,0.45,27.0
169395,"Peppers, serrano, raw",6.7,1.74,0.44,32.0
169396,"Peppers, ancho, dried",51.42,11.86,8.2,281.0
169397,"Pickles, chowchow, with cauliflower onion mustard, sweet",26.64,1.5,0.9,121.0
169398,"Epazote, raw",7.44,0.33,0.52,32.0
169399,"Fireweed, leaves, raw",19.22,4.71,2.75,103.0
169400,"Malabar spinach, cooked",2.71,2.98,0.78,23.0
169401,"Yautia (tannier), raw",23.63,1.46,0.4,98.0
169402,"Mushrooms, white, microwaved",6.04,3.91,0.46,35.0
169403,"Mushrooms, maitake, raw",6.97,1.94,0.19,31.0
169404,"Broccoli, chinese, raw",4.67,1.2,0.76,26.0
169405,"Fiddlehead ferns, raw",5.54,4.55,0.4,34.0
169406,"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",17.89,17.95,56.44,607.0
169407,"Seeds, watermelon seed kernels, dried",15.31,28.33,47.37,557.0
169408,"Nuts, chestnuts, japanese, dried",81.43,5.25,1.24,360.0
169409,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",5.58,1.61,20.8,202.0
169410,"Seeds, sesame butter, tahini, from raw and stone ground kernels",26.19,17.81,48.0,570.0
169411,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",20.79,13.11,62.3,647.0
169412,"Seeds, sesame seed kernels, dried (decorticated)",11.73,20.45,61.21,631.0
169413,"Nuts, chestnuts, japanese, raw",34.91,2.25,0.53,154.0
169414,"Seeds, flaxseed",28.88,18.29,42.16,534.0
169415,"Seeds, pumpkin and squash seed kernels, roasted, with salt added",14.71,29.84,49.05,574.0
169416,"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",26.04,16.96,48.0,567.0
169417,"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",15.31,19.33,49.8,546.0
169419,"Nuts, almonds, oil roasted, with salt added",17.68,21.23,55.17,607.0
169420,"Nuts, almonds, oil roasted, with salt added, smoke flavor",17.86,21.43,55.89,607.0
169421,"Nuts, cashew nuts, dry roasted, with salt added",32.69,15.31,46.35,574.0
169422,"Nuts, cashew nuts, oil roasted, with salt added",30.16,16.84,47.77,581.0
169423,"Nuts, mixed nuts, oil roasted, without peanuts, with salt added",22.27,15.52,56.17,615.0
169424,"Nuts, pecans, dry roasted, with salt added",13.55,9.5,74.27,710.0
169425,"Nuts, pecans, oil roasted, with salt added",13.01,9.2,75.23,715.0
169426,"Nuts, pistachio nuts, dry roasted, with salt added",27.55,21.05,45.82,569.0
169427,"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",21.05,20.04,53.95,607.0
169428,"Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",25.0,17.86,50.0,607.0
169429,"Beef, grass-fed, strip steaks, lean only, raw",0.0,23.07,2.69,117.0
169430,"Beef, carcass, separable lean and fat, choice, raw",0.0,17.32,24.05,291.0
169431,"Beef, carcass, separable lean and fat, select, raw",0.0,17.48,22.55,278.0
169432,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.0,28.97,17.37,280.0
169433,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,21.22,8.29,165.0
169434,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0.0,26.98,16.44,263.0
169435,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,27.55,9.31,202.0
169436,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,26.58,16.76,265.0
169437,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",0.0,20.13,8.3,161.0
169438,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,28.88,9.01,205.0
169439,"Beef, rib, shortribs, separable lean and fat, choice, raw",0.4,14.4,36.23,390.0
169440,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0.0,32.21,9.24,221.0
169441,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",0.0,21.75,3.85,128.0
169442,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",0.0,33.68,6.36,201.0
169443,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,22.13,7.39,161.0
169444,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.0,30.54,10.46,216.0
169445,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.31,21.13,6.07,140.0
169446,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.39,21.19,6.51,145.0
169447,"Beef, ground, patties, frozen, cooked, broiled",0.0,23.05,21.83,295.0
169448,"Beef, variety meats and by-products, heart, cooked, simmered",0.15,28.48,4.73,165.0
169449,"Beef, variety meats and by-products, kidneys, raw",0.29,17.4,3.09,99.0
169450,"Beef, variety meats and by-products, kidneys, cooked, simmered",0.0,27.27,4.65,158.0
169451,"Beef, variety meats and by-products, liver, raw",3.89,20.36,3.63,135.0
169452,"Beef, variety meats and by-products, pancreas, raw",0.0,15.7,18.6,235.0
169453,"Beef, variety meats and by-products, pancreas, cooked, braised",0.0,27.1,17.2,271.0
169454,"Beef, variety meats and by-products, spleen, raw",0.0,18.3,3.0,105.0
169455,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,29.22,9.52,211.0
169456,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,29.99,6.74,189.0
169457,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,29.33,9.67,212.0
169458,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,29.02,10.54,219.0
169459,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,23.96,19.27,276.0
169460,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",0.0,23.61,20.15,283.0
169461,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",0.0,24.47,17.98,267.0
169462,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,22.32,6.6,155.0
169463,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,26.89,8.81,194.0
169464,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,24.18,15.93,247.0
169465,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",0.0,24.05,17.26,258.0
169466,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",0.0,24.38,14.0,230.0
169467,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",0.0,28.45,9.35,206.0
169468,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,26.0,7.36,177.0
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",0.0,33.9,5.92,198.0
169470,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,20.48,7.01,151.0
169471,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,30.24,4.11,166.0
169472,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,29.81,3.37,158.0
169473,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",0.0,25.56,17.86,270.0
169474,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",0.0,23.87,15.37,241.0
169475,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,28.28,9.83,202.0
169476,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,27.96,8.34,187.0
169477,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,20.36,6.42,139.0
169478,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.0,20.35,6.88,143.0
169479,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,27.59,11.07,210.0
169480,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,21.64,4.09,123.0
169481,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.11,21.45,4.35,125.0
169482,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,21.93,3.7,121.0
169483,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,20.01,14.42,215.0
169484,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",0.0,26.11,16.59,259.0
169485,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.79,15.42,224.0
169486,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",0.0,25.85,17.68,268.0
169487,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,19.06,12.4,193.0
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,28.82,18.42,289.0
169489,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.59,17.65,20.98,267.0
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,24.4,27.17,349.0
169491,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,19.23,17.98,244.0
169492,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.0,30.05,18.5,295.0
169493,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,17.16,19.41,248.0
169494,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,26.78,25.12,341.0
169495,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.97,16.98,21.31,268.0
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,26.41,9.36,190.0
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,27.02,7.12,172.0
169498,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,16.53,26.1,306.0
169499,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,22.42,26.75,337.0
169500,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,22.77,28.11,351.0
169501,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,22.73,24.2,315.0
169502,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,23.1,25.63,330.0
169503,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,16.15,31.66,355.0
169504,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,21.95,32.38,386.0
169505,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,16.03,29.34,333.0
169506,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,20.86,31.18,370.0
169507,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,22.5,31.28,378.0
169508,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,16.52,24.85,295.0
169509,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,19.33,19.06,254.0
169510,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,25.85,20.04,291.0
169511,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,22.54,27.14,341.0
169512,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.09,20.13,263.0
169513,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,22.76,25.02,323.0
169514,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.06,16.74,29.18,335.0
169515,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,24.13,27.86,354.0
169516,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,22.15,35.12,411.0
169517,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,20.56,10.68,184.0
169518,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,27.58,11.08,218.0
169519,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,20.7,11.54,192.0
169520,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,32.76,11.87,247.0
169521,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.0,32.67,11.19,240.0
169522,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,26.77,10.85,212.0
169523,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,21.49,8.24,166.0
169524,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,28.31,9.65,208.0
169525,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,19.6,11.67,189.0
169526,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,27.45,11.34,219.0
169527,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.48,12.83,199.0
169528,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,27.27,12.34,228.0
169529,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,22.06,7.93,166.0
169530,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,34.34,10.13,238.0
169531,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,30.67,9.0,204.0
169532,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,21.94,8.19,168.0
169533,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,30.63,7.73,201.0
169534,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,22.24,8.67,173.0
169535,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,31.27,10.1,225.0
169536,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,20.28,6.21,137.0
169537,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",0.0,24.21,21.13,294.0
169538,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,20.61,15.49,228.0
169539,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",0.0,26.44,16.78,264.0
169540,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.32,17.1,237.0
169541,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,25.92,22.12,310.0
169542,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,19.61,18.16,247.0
169543,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,26.46,17.12,267.0
169544,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,23.9,24.6,324.0
169545,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.82,17.88,246.0
169546,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,23.9,23.7,316.0
169547,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,18.15,21.83,274.0
169548,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,25.26,22.21,308.0
169549,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,24.04,26.67,343.0
169550,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",0.0,28.77,21.06,313.0
169551,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,20.68,11.13,189.0
169552,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,27.12,12.71,230.0
169553,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,25.95,6.69,171.0
169554,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",0.0,27.78,7.15,183.0
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",0.0,33.59,6.77,205.0
169556,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",0.0,27.95,12.71,234.0
169557,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,27.27,14.74,249.0
169558,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",0.0,26.05,11.07,211.0
169559,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,20.64,7.68,157.0
169560,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,29.96,4.28,167.0
169561,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,25.74,5.69,161.0
169562,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,26.13,5.02,157.0
